DATETIME, L_T1 , L_T2 , L_T3 , L_T4 , L_T5 , L_T6 , L_T7 , F_PU1 , S_PU1 , F_PU2 , S_PU2 , F_PU3 , S_PU3 , F_PU4 , S_PU4 , F_PU5 , S_PU5 , F_PU6 , S_PU6 , F_PU7 , S_PU7 , F_PU8 , S_PU8 , F_PU9 , S_PU9 , F_PU10 , S_PU10 , F_PU11 , S_PU11 , F_V2 , S_V2 , P_J280 , P_J269 , P_J300 , P_J256 , P_J289 , P_J415 , P_J302 , P_J306 , P_J307 , P_J317 , P_J14 , P_J422 , ATT_FLAG 
29/04/16 00,4.010159492,1.415847898,3.601217985,2.228314161,4.169289589,5.5,3.605400085,93.39035797,1,93.40842438,1,0,0,0,0,0,0,0,0,46.6019783,1,0,0,0,0,28.88788033,1,0,0,101.6468658,1,2.976709366,36.51169968,28.40673828,72.10881805,28.37117386,91.99305725,29.77360344,64.52828217,29.67429352,83.15418243,31.05444717,30.15444756,-999
29/04/16 01,4.169363022,2.001151323,3.256004333,3.515278816,3.646650553,5.468562126,4.863876343,95.5068512,1,95.52553558,1,0,0,0,0,0,0,0,0,50.86106491,1,0,0,0,0,0,0,0,0,95.92477417,1,2.975722313,35.38473129,28.29665947,76.15600586,28.25484276,83.89349365,31.60456276,65.44664764,31.60456276,62.37085724,30.93274307,30.03274345,-999
29/04/16 02,4.198262691,2.470041275,3.255997658,2.974186182,3.6466434,5.343822002,4.351800919,91.71687317,1,91.73445129,1,0,0,0,0,0,0,0,0,51.11589432,1,0,0,0,0,0,0,0,0,103.9440308,1,2.977476358,37.39634705,29.27272415,64.98303986,29.23051834,84.35269165,32.83087158,63.96488571,32.83087158,55.14416885,31.96749496,31.06749535,-999
29/04/16 03,4.444402695,2.849632025,3.191075325,2.800057888,3.116070747,4.977125168,2.489109993,93.83677673,1,93.85497284,1,0,0,37.33911133,1,0,0,0,0,49.8319931,1,0,0,0,0,30.69623947,1,0,0,104.1157913,1,2.976502657,36.27474594,27.45424461,85.38956451,27.53383636,85.20080566,29.62776566,60.59658813,29.5166378,77.24362183,30.59567642,29.6956749,-999
29/04/16 04,4.477104664,3.026758671,3.558862686,3.03495574,2.170622587,5.5,4.445547581,94.79059601,1,94.80906677,1,0,0,37.59540558,1,0,0,0,0,46.57696915,1,0,0,0,0,33.03992081,1,0,0,100.1039886,1,2.976058483,35.76712418,27.63617706,85.09637451,27.72203064,91.3859787,29.02591515,62.61408234,28.8985672,68.4275589,30.71759415,29.81759262,-999
29/04/16 05,4.405056477,3.192262411,3.900800943,4.196143627,1.664751053,5.5,3.902203083,93.3647995,1,93.38285828,1,0,0,33.97954178,1,0,0,0,0,46.51204681,1,0,0,0,0,27.51124954,1,0,0,102.520256,1,2.976721048,36.52524948,28.03925514,91.85851288,28.10447121,91.88139343,30.18432999,61.72783279,30.09361458,87.63166046,31.07866859,30.17866898,-999
29/04/16 06,4.482420921,3.679678202,4.473721504,4.162076473,1.954924107,5.499990463,4.999991417,94.79335785,1,94.81182861,1,0,0,30.55546188,1,0,0,0,0,0,0,35.37730789,1,0,0,0,0,0,0,83.04569244,1,2.976057053,35.76565552,30.49464798,99.65960693,30.57732773,69.51591492,28.7455883,90.00208282,28.7455883,62.90306091,33.01348495,32.11348343,-999
29/04/16 07,4.438073635,4.226055622,5.215445042,3.436959505,3.097585201,5.428120613,4.793875694,95.8013916,1,95.82015228,1,0,0,31.82455063,1,0,0,0,0,0,0,35.21251297,1,0,0,0,0,0,0,78.02472687,1,2.975583553,35.2271843,30.613554,97.87324524,30.70270538,70.93695831,28.33816338,89.8815155,28.33816338,62.64934158,33.11504364,32.21504211,-999
29/04/16 08,4.384301662,4.896178246,5.220588207,3.436940908,3.988600492,5.345687389,4.525635719,91.96408081,1,91.98173523,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.628479,1,2.977363825,37.26602554,33.58679962,78.12059021,33.58679962,61.12155914,33.03960037,65.20516205,33.03960037,51.1377182,35.89426041,34.99425888,-999
29/04/16 09,4.422114372,5.328210831,5.220581055,3.063542366,3.667839527,4.923617363,2.32961607,117.0425262,1,0,0,0,0,0,0,0,0,0,0,45.71324921,1,0,0,0,0,32.34909439,1,0,0,60.68531799,1,2.990201235,23.45384979,30.36450958,78.12058258,30.33019066,95.47921753,26.96635056,61.2456398,26.84388733,68.8767395,32.76339722,31.8633976,-999
29/04/16 10,4.039922714,5.500043869,5.220572948,4.500010014,2.733949661,5.188052654,2.745209932,112.0561829,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.09517288,1,0,0,0,0,2.99096036,26.29654503,30.50004387,74.24710083,30.50004387,54.29219437,29.03550911,63.36540222,28.90776253,68.23134613,38.68357849,31.6900444,-999
29/04/16 11,4.143749237,5.31663847,4.898016453,2.818437576,2.267227411,5.380172253,2.806404114,113.1008072,1,0,0,0,0,0,0,0,0,0,0,48.84984589,1,0,0,0,0,32.60562897,1,0,0,0,0,2.990803719,25.70467567,28.41300964,66.62505341,28.37420273,87.91899109,28.80989838,63.71485901,28.6856308,69.79653931,38.29180527,29.78039932,-999
29/04/16 12,4.14763689,4.799944878,4.326507568,3.51228261,2.022922039,5.5,3.474888325,112.5036926,1,0,0,0,0,0,0,0,0,0,0,48.33758545,1,0,0,0,0,31.65155602,1,0,0,0,0,2.990893364,26.04323769,27.93311882,68.9859314,27.89506149,88.39533997,29.1395359,62.02459335,29.02191734,73.50881958,38.53071976,29.29707909,-999
29/04/16 13,4.191207409,4.288683414,3.841627359,4.213561535,1.564204454,5.5,4.169844151,112.5839767,1,0,0,0,0,0,0,0,0,0,0,44.36497116,1,36.04268646,1,0,0,30.52817535,1,0,0,0,0,2.990881205,25.99775124,27.69601059,65.56866455,27.6635437,95.04059601,22.34919167,82.49391937,22.23918724,70.52129364,38.40527725,29.03442383,-999
29/04/16 14,4.115793705,4.17103672,3.270118713,4.569002151,2.052928448,5.5,4.376217365,110.5741806,1,0,0,0,0,0,0,0,0,0,0,0,0,36.371521,1,0,0,31.68675232,1,0,0,0,0,2.99118042,27.13284302,29.17103767,65.91751099,29.17103767,72.06900024,22.71706772,82.27679443,22.59920883,66.96421051,39.17864609,30.3610363,-999
29/04/16 15,4.213217735,3.971499205,3.181596279,4.568984032,2.432683229,5.474177837,3.64145422,111.1364746,1,0,0,0,0,37.74714661,1,0,0,0,0,0,0,33.60895157,1,0,0,29.30635071,1,0,0,0,0,2.991097212,26.81600571,27.66834831,84.8454895,27.79063988,54.36118317,23.78911972,88.10139465,23.68714142,75.88825226,38.99190521,29.09067917,-999
29/04/16 16,4.329281807,3.416921377,3.513196468,2.813809395,3.543805599,5.485490322,4.939141273,110.8649902,1,0,0,0,0,34.99743271,1,0,0,0,0,48.03915405,1,35.15935135,1,0,0,0,0,0,0,0,0,2.991137505,26.96905136,23.22554588,85.32933807,23.29423141,84.3440094,29.37708092,91.01264954,29.37708092,57.49913788,39.30324173,24.99570847,-999
29/04/16 17,4.570830822,2.53906846,3.878841639,3.05501771,3.988267422,5.08921051,3.05429244,110.8448563,1,0,0,0,0,28.01618576,1,0,0,0,0,48.99467087,1,0,0,0,0,0,0,0,0,0,0,2.991140366,26.98039436,23.04579735,95.75666046,23.07718277,82.34860229,32.7169075,62.36629868,32.7169075,49.98578262,39.6023941,24.71834946,-999
29/04/16 18,4.668347836,1.724170804,4.554704189,2.445654869,3.154551268,4.928320408,1.92079258,112.2586975,1,0,0,0,0,34.88594437,1,0,0,0,0,46.65186691,1,0,0,0,0,32.71773148,1,0,0,0,0,2.99093008,26.18195534,21.70211411,83.99680328,21.77216148,85.30545807,29.33648872,59.28464508,29.2114296,69.91675568,38.82759476,23.4559288,-999
29/04/16 19,4.674375057,0.862441659,4.827544212,3.003249168,2.059510469,5.245397568,2.604297161,106.5547028,1,0,0,0,0,34.40571213,1,0,0,0,0,47.31565094,1,0,0,0,0,34.05654907,1,0,0,0,0,2.991765022,29.38083458,20.82253075,83.9306488,20.88895416,83.24823761,31.33942223,58.18960571,31.20471954,66.90855408,41.52184296,22.5755806,-999
29/04/16 20,4.722363949,0.576692045,5.113709927,3.088115931,1.265463114,5.216275215,2.023631334,113.7343979,1,0,0,0,0,36.18984604,1,0,0,0,0,46.62254715,1,37.03268814,1,0,0,31.59593582,1,0,0,108.2051392,1,2.990708113,25.34474182,25.50596237,85.52590179,25.58348083,89.16783142,21.62125206,79.97682953,21.50401688,66.18338776,28.62421417,27.72421265,-999
29/04/16 21,4.404046059,0.909423113,5.201910496,4.032916546,1.370427728,5.239589691,1.701956987,120.6676636,1,0,0,0,0,0,0,0,0,0,0,49.86277008,1,34.58821869,1,0,0,29.75102997,1,0,0,75.91855621,1,2.989631891,21.35972595,26.26415443,75.25912476,26.22384262,83.83203888,18.4217968,81.09721375,18.31692314,69.11245728,28.76856613,27.86856651,-999
29/04/16 22,3.816504717,1.170180678,4.928976059,3.457481146,1.860897064,5.5,2.543094158,121.1536331,1,0,0,0,0,0,0,0,0,0,0,48.23597336,1,35.39660645,1,0,0,30.53897095,1,0,0,71.55169678,1,2.989554405,21.07727051,26.4356308,69.62161255,26.39772224,87.08586884,17.6420002,78.92703247,17.53194046,65.79148102,28.90515327,28.00515366,-999
29/04/16 23,3.242879868,1.402928233,4.445151806,4.010646343,1.911636114,5.372039795,1.848179698,115.145752,1,0,0,0,0,0,0,0,0,0,0,49.09663773,1,36.07381058,1,0,0,31.57213974,1,0,0,90.24281311,1,2.990493298,24.54039764,27.48001671,70.62386322,27.44084549,86.51916504,20.85754013,80.950737,20.74046898,65.50202942,30.06605148,29.16604996,-999
30/04/16 00,2.988874197,1.827160001,4.010795593,4.331593513,2.17541194,5.254049301,1.226810455,114.590416,1,0,0,0,0,0,0,0,0,0,0,49.90971756,1,36.32577133,1,0,0,29.95059586,1,0,0,89.43218994,1,2.990578175,24.85730934,27.80854225,68.62262726,27.76815987,85.28400421,21.46058655,81.09608459,21.35440636,71.51303864,30.39485741,29.49485779,-999
30/04/16 01,2.805048227,2.235139847,3.524405479,4.228257179,2.397674084,5.5,2.66349721,120.114296,1,0,0,0,0,0,0,0,0,0,0,49.31474686,1,35.22856903,1,0,0,25.340065,1,0,0,68.20810699,1,2.989719629,21.68086243,27.3517952,74.78387451,27.31229973,85.97549438,19.52122116,81.08071899,19.44331169,82.81050873,29.81106949,28.91106987,-999
30/04/16 02,2.349048138,2.422197342,3.321572065,4.390237331,2.705257416,5.5,4.921290398,116.6035767,1,0,0,0,0,0,0,0,0,0,0,48.16168213,1,37.68747711,1,0,0,0,0,0,0,79.84344482,1,2.990269184,23.70586014,28.0235672,76.22157288,27.98576736,88.81053925,26.04525566,83.11782837,26.04525566,59.3416481,30.53903198,29.63903236,-999
30/04/16 03,2.209864378,3.00225234,3.321563721,3.830636978,2.973082304,5.166396618,3.364943743,115.7665939,1,0,0,0,0,0,0,0,0,0,0,0,0,34.44750977,1,0,0,0,0,0,0,61.33512115,1,2.990398169,24.1854496,30.63354301,65.04859924,30.63354301,68.91420746,26.90117645,89.75609589,26.90117645,60.29325104,32.87858582,31.9785862,-999
30/04/16 04,2.122205019,3.52220273,3.157245874,3.05756259,4.084532738,4.921409607,2.546655178,116.4941864,1,0,0,0,0,31.01701927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.99363708,1,2.990286112,23.76861191,29.4436264,97.92604828,29.52863312,70.55756378,29.54390717,63.47761154,29.54390717,51.55981827,31.88791466,30.98791504,-999
30/04/16 05,1.949315667,3.885744333,3.886754274,3.057544708,3.395168304,4.970048428,2.110271215,119.8729706,1,0,0,0,0,30.28566551,1,0,0,0,0,0,0,0,0,0,0,30.49851227,1,0,0,53.0529213,1,2.989758015,21.82074356,29.1510582,98.70957947,29.23239136,52.84986496,25.26271057,61.42636108,25.15290833,73.53554535,31.51408958,30.61408997,-999
30/04/16 06,1.599282503,3.765593529,4.612579346,2.090556383,2.516839504,5.440228462,3.572820663,115.6285553,1,0,0,0,0,37.18183517,1,0,0,0,0,47.8651619,1,0,0,0,0,31.62745094,1,0,0,77.41223907,1,2.990419388,24.264431,28.09586334,86.32103729,28.17741585,89.54581451,26.92585373,63.98003006,26.80840302,71.37877655,31.03870964,30.13871002,-999
30/04/16 07,1.634109378,3.690357208,4.962950706,3.09850955,2.27842021,5.5,4.659123421,116.877655,1,0,0,0,0,35.32325363,1,0,0,0,0,46.99430466,1,0,0,0,0,29.22602844,1,0,0,73.93548584,1,2.990226746,23.54855347,28.05010414,89.59316254,28.12212944,91.05341339,26.86994934,61.96382141,26.76847839,79.20998383,30.93367195,30.03367233,-999
30/04/16 08,1.654003143,3.700580835,5.207541943,4.20335865,1.6355232,5.315542221,3.997600079,118.5245285,1,0,0,0,0,0,0,0,0,0,0,50.07214737,1,0,0,0,0,0,0,0,0,65.46622467,1,2.989970207,22.60050392,28.71826172,74.59261322,28.6776371,85.87671661,28.60181236,62.91752243,28.60181236,57.29157257,31.16889572,30.2688961,-999
30/04/16 09,1.409901977,3.815952301,4.901466846,4.264964581,1.965258956,4.921228409,2.240537405,116.4618683,1,0,0,0,0,0,0,0,0,0,0,47.02665329,1,32.77433395,1,0,0,31.25707626,1,0,0,68.52392578,1,2.990291119,23.78714561,29.02812004,77.09083557,28.99195099,91.8655014,20.61069679,86.28418732,20.4958725,66.4145813,31.4738121,30.57381248,-999
30/04/16 10,1.347114563,4.30131197,4.772359371,4.095268726,3.004853487,5.021248817,2.062289953,115.5336075,1,0,0,0,0,0,0,0,0,0,0,0,0,35.32406616,1,0,0,28.57944298,1,0,0,51.68068314,1,2.990433931,24.31873131,31.21739769,70.48987579,31.21739769,67.61690521,20.93153,82.33587646,20.83417892,75.24816132,33.42029953,32.520298,-999
30/04/16 11,1.354526043,4.836487293,4.322156429,3.083366871,3.383572817,5.5,3.94460392,120.7605438,1,0,0,0,0,0,0,0,0,0,0,0,0,35.33321762,1,0,0,24.90491104,1,0,0,28.11861038,1,2.989617109,21.30577278,30.45702744,77.19493866,30.45702744,63.04333496,19.01192093,80.38794708,18.93647003,83.39231873,32.58359146,31.68358994,-999
30/04/16 12,1.021816492,4.817900658,4.299976826,2.936243057,3.46202302,5.49998045,4.999989986,116.7309952,1,0,0,0,0,0,0,0,0,0,0,50.44564438,1,33.98863983,1,0,0,0,0,0,0,60.06772614,1,2.990249634,23.63274002,29.71481133,69.84612274,29.67362404,86.137146,26.00732803,89.63309479,26.00732803,51.53165436,32.14224625,31.24224472,-999
30/04/16 13,1.10570848,4.93321228,3.844005108,3.252485752,4.000108242,4.981509209,2.427347898,117.7224808,1,0,0,0,0,0,0,0,0,0,0,51.52039337,1,0,0,0,0,31.42565536,1,0,0,55.67335129,1,2.990095615,23.06280136,29.75541115,76.7440033,29.71258354,84.01163483,26.02802277,61.48178864,25.91195679,71.17845154,32.17076492,31.2707634,-999
30/04/16 14,1.02706182,4.972173691,3.843998194,2.732135296,3.05480504,5.35885191,3.382591963,120.4944534,1,0,0,0,0,0,0,0,0,0,0,45.62121964,1,0,0,0,0,31.94869041,1,0,0,39.55634689,1,2.989659309,21.46030235,29.77968216,76.00045776,29.74549103,95.05280304,24.56895256,64.60491943,24.44928169,67.89990997,32.09477615,31.19477463,-999
30/04/16 15,1.00208509,5.083325863,3.71169591,4.269950867,2.851876259,5.5,3.345175505,99.07781219,1,99.09754944,1,0,0,0,0,0,0,0,0,51.20178986,1,0,0,0,0,31.98336983,1,0,0,57.89594269,1,2.974014282,33.46304321,29.93318939,74.31291962,29.89085197,84.84545898,25.5651722,60.01469803,25.445261,68.77405548,32.35603714,31.45603752,-999
30/04/16 16,1.004943013,5.15145874,3.468335629,3.738842726,1.869494915,5.5,3.225673676,97.42540741,1,97.44464874,1,0,0,0,0,0,0,0,0,51.46543121,1,0,0,0,0,32.66849518,1,0,0,64.12288666,1,2.974811316,34.35540771,30.0976181,75.04644775,30.05487442,84.46631622,26.06278801,57.99958801,25.93807793,66.82219696,32.55134583,31.6513443,-999
30/04/16 17,1.035519242,5.26502037,3.287827969,3.216600657,1.548834085,5.423658371,2.542328358,95.13954926,1,95.15812683,1,0,0,0,0,0,0,0,0,46.9307785,1,36.40076447,1,0,0,31.09778404,1,0,0,70.0175705,1,2.975894928,35.58095551,30.53112602,70.23999786,30.4950943,93.53995514,20.1085701,79.61330414,19.99473572,66.37664795,32.98394775,32.08394623,-999
30/04/16 18,1.195649981,5.431734562,3.104880571,4.493775368,1.634106874,5.450356483,2.197313309,94.55368805,1,94.57208252,1,0,0,38.79162979,1,0,0,0,0,0,0,36.46304703,1,0,0,31.38783836,1,0,0,69.3555603,1,2.976169109,35.89337921,30.91168976,86.10478973,31.04032516,54.28583145,20.36828804,79.76169586,20.25247955,65.64770508,33.44073868,32.54073715,-999
30/04/16 19,1.582309961,5.081782341,3.468991041,2.648840189,1.739657402,5.347946644,1.577096701,94.4026947,1,94.42105103,1,0,0,30.86277008,1,0,0,0,0,49.53414917,1,36.18204117,1,0,0,31.0693512,1,0,0,0,0,2.976239681,35.97378922,25.20780754,93.91960144,25.25221252,83.49485779,20.46465302,80.36238861,20.35101128,66.82894897,38.63288498,26.92836571,-999
30/04/16 20,1.799974561,4.23159647,4.100554943,2.564675093,1.936313152,5.485678196,1.701211691,87.53741455,1,87.55381012,1,0,0,30.2098732,1,0,0,0,0,48.00437927,1,37.47190094,1,0,0,31.95339584,1,0,0,0,0,2.979340315,39.58044434,24.59893036,94.26728821,24.642313,85.75569153,23.56221771,81.10572815,23.44251442,66.87661743,42.74373245,26.29403877,-999
30/04/16 21,2.293311596,3.405446291,4.728196621,3.070668936,2.058137417,5.5,1.78592658,88.46575165,1,88.48240662,1,0,0,35.42246628,1,0,0,0,0,47.79998779,1,36.1102829,1,0,0,28.17987442,1,0,0,0,0,2.978932619,39.09846878,23.19056892,84.56082153,23.26200485,84.74810028,24.57886887,84.59436798,24.48402214,80.08349609,42.35269547,24.96509933,-999
30/04/16 22,2.741314888,2.525612354,5.013855934,3.359732151,2.70396781,5.5,3.699906111,95.39955139,1,95.41819763,1,0,0,27.75127602,1,0,0,0,0,44.7623558,1,34.35728073,1,0,0,31.17606354,1,0,0,0,0,2.975772858,35.44208145,23.49998665,96.56058502,23.5361557,90.26726532,20.95850945,84.03056335,20.84414291,66.96121216,38.48262787,25.12784576,-999
30/04/16 23,2.822628498,1.923035979,5.300064087,4.491784573,3.376094341,5.5,3.164217472,92.78634644,1,92.80422974,1,0,0,0,0,0,0,0,0,45.83422852,1,35.73945618,1,0,0,31.57662201,1,0,0,0,0,2.9769876,36.83165359,25.23130226,74.97408295,25.19681549,90.13956451,21.78069115,82.46754456,21.66359329,66.41292572,39.90395737,26.57894707,-999
01/05/16 00,3.046384811,1.815606236,5.007842541,4.226170063,3.683331013,5.424363613,2.490834475,93.24943542,1,93.26745605,1,0,0,0,0,0,0,0,0,0,0,34.36955261,1,0,0,31.75244522,1,0,0,0,0,2.976774454,36.58641434,26.81560707,74.76118469,26.81560707,62.58191681,21.95586205,85.00942993,21.83754921,65.97412872,39.7218132,28.0056057,-999
01/05/16 01,3.309245586,1.815607667,4.719522953,2.640179634,3.766785145,5.36174202,1.89830792,88.06943512,1,88.08598328,1,0,0,0,0,0,0,0,0,45.17758179,1,0,0,0,0,31.82109642,1,0,0,0,0,2.979107141,39.30444717,25.16854477,77.41560364,25.1349678,91.18383789,31.61470985,59.8968811,31.495924,75.39321899,43.20454407,26.51202583,-999
01/05/16 02,3.801290989,1.338835001,4.653727531,3.884233713,2.671744585,5.5,3.897823334,91.85800934,1,91.87563324,1,0,0,0,0,0,0,0,0,49.18363571,1,0,0,0,0,32.44438553,1,0,0,0,0,2.977412224,37.32195663,24.41110229,66.38075256,24.37180519,83.28783417,29.90748787,58.85754776,29.78435707,71.47585297,41.04467392,25.78073883,-999
01/05/16 03,4.099673271,0.81663847,4.082218647,3.282395363,1.582526803,5.5,4.159964561,83.06637573,1,83.08153534,1,0,0,0,0,0,0,0,0,46.56659317,1,0,0,0,0,32.16443634,1,0,0,0,0,2.981251955,41.87594986,24.07451439,73.23412323,24.03899765,87.72135925,34.28810501,61.36446381,34.16693115,76.85656738,46.42081451,25.42685318,-999
01/05/16 04,4.473221302,0.734459221,3.765342474,4.062608242,2.006337643,5.422830582,4.470363617,95.91905212,1,95.93785858,1,0,0,0,0,0,0,0,0,49.430336,1,38.80028152,1,0,0,0,0,0,0,100.1676636,1,2.975527763,35.16419983,27.40494919,66.37227631,27.36528397,85.80731201,27.65438271,82.60279846,27.65438271,62.54908371,30.06082153,29.16082191,-999
01/05/16 05,4.29148674,1.261158347,3.218593836,4.213149071,2.168249369,5.348640919,4.571308613,93.47977448,1,93.49786377,1,0,0,0,0,0,0,0,0,47.8495903,1,37.56628418,1,0,0,0,0,0,0,102.7536469,1,2.976667881,36.46427155,28.23371124,64.94562531,28.19636154,89.59226227,28.71524811,86.01486969,28.71524811,53.92621994,30.89757919,29.99757957,-999
01/05/16 06,4.342598915,1.883222461,3.221794605,3.973884821,2.804594755,4.92568779,2.446909189,93.16385651,1,93.18185425,1,0,0,31.81307602,1,0,0,0,0,0,0,35.14962769,1,0,0,29.20981026,1,0,0,94.92082977,1,2.976813793,36.63176727,29.48782158,96.76517487,29.57691383,59.19035339,23.51852226,85.22822571,23.41716194,75.9154129,32.09516525,31.19516563,-999
01/05/16 07,4.313095093,2.359046698,3.913085938,2.924989223,3.515606165,5.475354671,4.309194088,93.06356812,1,93.08153534,1,0,0,30.91735077,1,0,0,0,0,45.63277817,1,36.48092651,1,0,0,31.1835022,1,0,0,105.9286346,1,2.976860046,36.68489838,27.54011536,96.17085266,27.59041023,92.87548065,22.77849007,82.13878632,22.66407394,68.75576782,30.54872513,29.64872551,-999
01/05/16 08,4.289631367,2.666147232,4.589556694,4.271677017,3.67763567,5.5,4.567843437,97.11959839,1,97.1387558,1,0,0,29.67755699,1,0,0,0,0,44.19081879,1,35.2037735,1,0,0,25.55266762,1,0,0,91.60430908,1,2.974957466,34.51996613,27.47063637,97.9015274,27.51673698,95.17391205,22.31315804,83.91639709,22.23403358,85.0599823,30.34640884,29.44640923,-999
01/05/16 09,4.188579559,3.177994251,5.299790382,4.50002861,3.738151312,5.453072071,4.863978863,89.20689392,1,89.22376251,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.31272888,1,2.978604555,38.71238327,33.34650421,75.09575653,33.34650421,61.69738388,34.02556229,63.33722687,34.02556229,57.38791275,35.74104691,34.84104919,-999
01/05/16 10,4.540742397,4.030344486,5.013586044,3.003908873,3.081213474,5.053941727,2.971298218,116.0909805,1,0,0,0,0,0,0,0,0,0,0,51.45032883,1,0,0,0,0,0,0,0,0,76.14521027,1,2.990348339,23.99972343,29.32308578,70.73180389,29.2803669,83.72267151,30.5513916,64.88121033,30.5513916,59.43877029,31.83979034,30.93978882,-999
01/05/16 11,4.170341492,4.243375778,4.563406467,2.480303288,3.081206322,5.122382164,3.001339197,113.9700394,1,0,0,0,0,0,0,0,0,0,0,45.78217697,1,0,0,0,0,32.07867813,1,0,0,79.08475494,1,2.99067235,25.21069527,29.93516159,70.90484619,29.9007473,94.93550873,28.59691238,64.42482758,28.47633934,71.46932983,32.43071365,31.53071213,-999
01/05/16 12,3.981034279,4.586261749,4.134760857,4.020261288,2.800286531,5.495604992,3.86375165,114.7808609,1,0,0,0,0,0,0,0,0,0,0,47.23677063,1,0,0,0,0,30.49808502,1,0,0,74.57214355,1,2.990549088,24.74868774,30.00852585,71.9797287,29.97206116,92.47597504,28.37563896,64.60028839,28.26584053,76.65074921,32.48786545,31.58786583,-999
01/05/16 13,3.878729582,5.073230743,3.762336969,4.251209736,2.80027914,5.45562458,4.679593086,115.7859573,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.93027496,1,2.990395308,24.1743679,32.07600021,74.94405365,32.07600021,70.60306549,30.61787415,64.17697906,30.61787415,58.39690781,34.28401184,33.38401031,-999
01/05/16 14,3.675853968,5.618235588,3.554368258,3.733938456,2.530543566,5.097547054,3.019207239,114.5932922,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.990577698,24.85567093,30.61823654,65.28140259,30.61823654,53.52614212,31.0852375,58.66064072,31.0852375,57.97886658,37.62577057,31.80823517,-999
01/05/16 15,3.623343706,5.251112938,2.982859612,2.637876749,1.505122185,5.074436188,2.606875181,112.6592865,1,0,0,0,0,30.50508881,1,0,0,0,0,44.25159454,1,35.83695984,1,0,0,28.97628403,1,0,0,0,0,2.990869999,25.95507813,25.98280144,95.22322845,26.03290939,93.59597015,22.5076313,83.01228333,22.40775871,75.61779785,38.14954376,27.64528656,-999
01/05/16 16,3.630034447,4.463301182,3.657298088,4.123382568,2.073462248,5.5,4.499606609,115.9964447,1,0,0,0,0,28.97281265,1,0,0,0,0,44.48350906,1,36.45610428,1,0,0,25.40712929,1,0,0,0,0,2.990362883,24.05386925,25.33613586,96.75260925,25.37842941,92.56369019,21.63649368,81.02124786,21.55820274,84.75525665,36.68746567,26.97866821,-999
01/05/16 17,3.462835312,4.009521484,4.377596378,4.339580536,2.327414274,5.499995708,4.999969482,113.2357407,1,0,0,0,0,37.3258667,1,0,0,0,0,0,0,38.4278183,1,0,0,0,0,0,0,0,0,2.990783215,25.62808418,27.73317719,85.69295502,27.85295486,54.13178253,27.59378242,83.26107025,27.59378242,60.31581497,37.95145416,29.15073013,-999
01/05/16 18,3.527909279,3.48789978,4.701320648,2.490331411,2.578342915,5.220201969,3.686823606,115.2552185,1,0,0,0,0,35.50439072,1,0,0,0,0,46.8833313,1,34.76499939,1,0,0,0,0,0,0,0,0,2.990476608,24.47786331,23.3670063,84.5946579,23.44021988,86.56731415,27.47478104,89.78939819,27.47478104,50.66083145,37.18377304,25.1332016,-999
01/05/16 19,3.324640751,2.617453814,4.989092827,3.186995983,3.659593821,4.929562569,2.120167732,115.9323502,1,0,0,0,0,34.79243851,1,0,0,0,0,48.4012413,1,35.75508881,1,0,0,30.86536598,1,0,0,0,0,2.990372658,24.09057045,22.40940094,84.86336517,22.47640991,82.85899353,20.42142868,81.07794189,20.30916405,67.47238922,36.61075211,24.18007278,-999
01/05/16 20,3.099121571,1.737100601,5.280933857,2.886438608,3.722764015,5.133485317,2.366887569,113.8702393,1,0,0,0,0,34.30580902,1,0,0,0,0,48.14395523,1,35.99193954,1,0,0,31.57584763,1,0,0,0,0,2.990687609,25.26755905,21.61593628,84.89167786,21.68061256,82.53798676,21.13697052,81.37627411,21.01988792,65.78075409,37.46691513,23.37605667,-999
01/05/16 21,3.051464319,1.12584269,4.943573952,2.662178278,3.794033527,5.041026592,1.713321447,117.0137482,1,0,0,0,0,0,0,0,0,0,0,47.93403625,1,35.44891739,1,0,0,31.3364563,1,0,0,0,0,2.990205765,23.47037697,24.28777695,74.97689056,24.25030518,85.49226379,19.71470451,80.91130066,19.59924507,65.17019653,36.00397491,25.64905739,-999
01/05/16 22,2.782608032,0.618485987,4.669403076,3.123605251,3.847021818,4.922677994,1.070502758,117.2788391,1,0,0,0,0,0,0,0,0,0,0,45.91761398,1,35.60071182,1,0,0,28.56790924,1,0,0,0,0,2.990164518,23.31803322,23.92104912,76.94985962,23.88644409,88.6872406,20.19302368,81.11313629,20.09574318,74.54335022,35.82543182,25.26922417,-999
01/05/16 23,2.306146383,0.681211054,4.549512386,4.066574097,3.883253574,5.429059982,2.892550468,122.466835,1,0,0,0,0,0,0,0,0,0,0,48.96020889,1,31.0822525,1,0,0,29.28497505,1,0,0,68.80323792,1,2.989343643,20.31198692,25.8285408,75.42790222,25.78957176,85.12622833,18.04308701,86.33438873,17.94123459,70.19983673,28.28848267,27.38848114,-999
