TIME,L_T1,L_T2,L_T3,L_T4,L_T5,L_T6,L_T7,F_PU1,S_PU1,F_PU2,S_PU2,F_PU3,S_PU3,F_PU4,S_PU4,F_PU5,S_PU5,F_PU6,S_PU6,F_PU7,S_PU7,F_PU8,S_PU8,F_PU9,S_PU9,F_PU10,S_PU10,F_PU11,S_PU11,F_V2,S_V2,P_J280,P_J269,P_J300,P_J256,P_J289,P_J415,P_J302,P_J306,P_J307,P_J317,P_J14,P_J422,ATT_FLAG
25/10/15 08,1.561269045,4.769854546,4.604669094,3.39102602,2.787449598,5.5,3.648198366,96.76988983,1,96.78894043,1,0,0,0,0,0,0,0,0,51.50347137,1,36.07429504,1,0,0,28.33791542,1,0,0,69.63508606,1,2.975124359,34.70792389,29.84960175,75.25712585,29.80680084,84.14042664,20.44301033,80.52333832,20.34717369,75.4798584,32.33137512,31.4313755,0
25/10/15 09,1.574430346,4.956940651,4.364252567,2.870620728,2.862060547,5.5,4.84090662,96.44194031,1,96.46089172,1,0,0,0,0,0,0,0,0,49.59366608,1,37.96611023,1,0,0,0,0,0,0,70.07575226,1,2.975280285,34.88396072,30.11965942,72.65774536,30.07975006,88.20778656,26.00772858,82.55509186,26.00772858,52.16062164,32.59051514,31.69051361,0
25/10/15 10,1.67890358,5.168593407,4.010051727,3.547131062,2.986089945,4.995472431,2.381847382,95.32720184,1,95.3458252,1,0,0,0,0,0,0,0,0,51.05224609,1,34.69026184,1,0,0,31.48822594,1,0,0,72.23634338,1,2.975806713,35.48073959,30.34347725,65.73709106,30.30136681,85.5521698,20.66622353,83.17436218,20.54972839,65.60044861,32.83587265,31.93587112,0
25/10/15 11,1.783209443,5.390339375,3.43854332,3.567760229,3.517727137,4.906566143,1.715527058,94.57030487,1,94.5887146,1,0,0,0,0,0,0,0,0,51.58647537,1,36.04388428,1,0,0,30.07965851,1,0,0,73.87393188,1,2.97616148,35.8845253,30.59769821,76.32170868,30.55476761,84.71829224,21.08230019,81.2232132,20.97527122,70.71904755,33.10273743,32.2027359,0
25/10/15 12,2.071609735,5.238351822,3.421430111,3.21774292,3.603838205,5.291295528,2.817811012,92.25782776,1,92.2755661,1,0,0,0,0,0,0,0,0,50.72413254,1,36.21840668,1,0,0,31.16513252,1,0,0,0,0,2.977229834,37.11107254,28.19724274,74.59577942,28.15563202,84.06526947,21.72040939,81.55345917,21.60612297,67.76532745,40.00102234,29.57744408,0
25/10/15 13,2.365105867,4.700308323,3.212980509,2.934614658,3.695094824,5.479370594,2.939004421,86.84223938,1,86.85844421,1,0,0,0,0,0,0,0,0,50.15359116,1,35.83153534,1,0,0,30.96914101,1,0,0,0,0,2.979643106,39.94017029,27.7015152,76.1129837,27.66076851,84.69996643,24.82264709,85.34429932,24.70968246,71.52507019,43.32191849,29.07777214,0
25/10/15 14,2.904225349,4.168858528,3.212973356,3.005263567,3.991069555,5.5,4.296855927,94.2894516,1,94.30776978,1,0,0,0,0,0,0,0,0,50.45056915,1,0,0,0,0,32.22397232,1,0,0,0,0,2.976292372,36.03406525,27.14808846,68.95902252,27.10689354,83.56066895,28.40102768,63.44144821,28.27943993,70.75782013,39.40191269,28.52639389,0
25/10/15 15,3.135132313,3.445834875,3.210449219,2.630781889,3.310527325,5.5,4.371714115,94.02374268,1,94.04199219,1,0,0,32.34038925,1,0,0,0,0,47.74336243,1,0,0,0,0,29.13525009,1,0,0,0,0,2.976415873,36.17538834,23.5987339,90.05847168,23.65338516,85.24236298,29.10475731,60.40997314,29.0038681,81.72581482,39.64703369,25.32369995,0
25/10/15 16,3.4683249,2.599635124,3.744805813,3.073381424,2.320919037,5.384234428,4.312681198,81.42224884,1,81.43695831,1,0,0,35.45159149,1,0,0,0,0,48.69206238,1,0,0,0,0,0,0,0,0,0,0,2.981933594,42.70914841,22.27942276,83.59899902,22.34972572,82.19033051,37.96064377,64.12091827,37.96064377,62.33143616,47.74695206,24.06391907,0
25/10/15 17,4.227612019,1.708683848,4.03099966,2.453413725,2.320912123,5.285169125,4.282042027,86.6188736,1,86.6350174,1,0,0,34.75003815,1,0,0,0,0,48.37071609,1,0,0,0,0,0,0,0,0,0,0,2.979740143,40.05553818,21.50914764,84.03524017,21.57596397,82.01490021,35.72456741,61.06804276,35.72456741,60.05154037,44.66060257,23.27881241,0
25/10/15 18,4.642836094,0.828958631,4.328710079,2.107506037,1.537041426,5.01292944,3.10588789,113.1792068,1,0,0,0,0,32.85068512,1,0,0,0,0,47.96566772,1,0,0,0,0,0,0,0,0,0,0,2.990791798,25.66017723,20.8982811,86.55207825,20.95531082,82.1394577,32.05867386,62.81474686,32.05867386,54.69899368,38.56616974,22.63348389,0
25/10/15 19,4.27483654,0.392019778,4.742228508,2.042763472,2.055594444,4.968370914,2.409033537,113.7444763,1,0,0,0,0,36.2429924,1,0,0,0,0,48.30797958,1,36.83358002,1,0,0,30.62348175,1,0,0,109.0762558,1,2.990706444,25.33901024,25.27027893,85.19547272,25.34568596,85.90071106,21.84465027,80.56163788,21.7340107,69.70162964,28.41396332,27.51396179,0
25/10/15 20,3.9865098,0.643059611,5.05147171,2.621490717,2.153778076,5.291680813,3.148011684,119.2880173,1,0,0,0,0,28.43828011,1,0,0,0,0,46.46134186,1,32.94963837,1,0,0,30.63413048,1,0,0,87.33061981,1,2.989850283,22.1593895,25.31609154,97.46212769,25.35310745,89.21818542,19.4430275,84.83298492,19.33231544,67.26469421,28.16823959,27.26823997,0
25/10/15 21,3.484920025,0.923034072,5.300048828,3.630167484,3.050480604,5.43942976,3.078808308,121.4590683,1,0,0,0,0,0,0,0,0,0,0,49.19496155,1,33.21533585,1,0,0,30.49276352,1,0,0,72.04360962,1,2.989505529,20.89953804,26.16592789,74.4786911,26.12661171,85.01831055,17.98021698,82.94025421,17.87044907,66.26905823,28.6445179,27.74451828,0
25/10/15 22,2.920916796,1.151390076,4.984395027,3.730219603,3.674203157,5.421746731,2.582373142,121.0938339,1,0,0,0,0,0,0,0,0,0,0,49.7209816,1,31.33541489,1,0,0,30.85580635,1,0,0,71.77095795,1,2.989563942,21.1120491,26.36375618,71.86293793,26.32365608,84.20587158,18.5223217,86.43803406,18.41012192,65.60549164,28.84445953,27.94445992,0
25/10/15 23,2.458168983,1.406093597,4.575075626,3.50797081,4.180871964,5.330152035,1.9360466,119.5856552,1,0,0,0,0,0,0,0,0,0,0,49.76525497,1,0,0,0,0,32.13710022,1,0,0,76.67765808,1,2.989803314,21.9871521,26.79477119,74.54309845,26.75460625,84.5512085,25.22072411,60.33188248,25.09974289,67.88620758,29.30280113,28.40280151,0
26/10/15 00,2.081736803,1.67860496,4.297549725,3.45228529,3.085830927,5.5,2.204818487,120.0281372,1,0,0,0,0,0,0,0,0,0,0,49.70866394,1,0,0,0,0,32.4728508,1,0,0,72.9541626,1,2.989733219,21.73081207,26.93170166,76.13079071,26.89162064,84.79762268,24.86064529,63.2447052,24.73731804,66.33094788,29.41869926,28.51869965,0
26/10/15 01,1.712982416,1.912778974,4.136777878,3.481782436,2.52517128,5.413151741,1.622940302,121.1023331,1,0,0,0,0,0,0,0,0,0,0,44.33623123,1,0,0,0,0,32.43447876,1,0,0,65.55977631,1,2.989562511,21.10710526,27.13317108,76.94008636,27.10074234,94.52523804,24.20503044,61.40186691,24.08196831,65.80890656,29.54680443,28.6468029,0
26/10/15 02,1.339628577,2.2349298,4.092801571,4.500154018,1.759426475,5.311159134,1.059079528,115.8052902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.8253746,1,0,0,63.69062805,1,2.990392208,24.163311,30.05638695,76.99279785,30.05638695,68.76454926,26.56120872,59.90608597,26.43538475,66.74864197,32.31263351,31.4126339,0
26/10/15 03,1.337372541,2.891033888,4.092793941,3.595094681,1.477240443,5.386742592,1.021346927,121.7777863,1,0,0,0,0,0,0,0,0,0,0,0,0,34.8352356,1,0,0,29.46157074,1,0,0,39.55515671,1,2.989454508,20.71390724,29.05867195,65.81983185,29.05867195,60.30250168,17.40155792,79.65407562,17.29856682,69.0065918,31.21747398,30.31747246,0
26/10/15 04,0.958366573,3.07628727,3.521285534,2.920085907,1.764646411,5.5,2.115580082,96.76669312,1,96.78574371,1,0,0,0,0,0,0,0,0,51.16304398,1,36.22146225,1,0,0,29.48439026,1,0,0,78.90869904,1,2.97512579,34.7096405,28.48854828,75.62243652,28.44626808,83.47301483,19.82702827,79.6481781,19.7238884,71.36029816,31.01903152,30.11903191,0
26/10/15 05,1.014224291,3.364776134,3.383757114,2.388557434,1.844102263,5.5,2.879932404,98.77768707,1,98.79733276,1,0,0,0,0,0,0,0,0,47.59012222,1,32.73592377,1,0,0,28.42688942,1,0,0,70.28364563,1,2.974159956,33.62552261,28.61307144,75.57635498,28.57609749,90.44321442,20.11587715,85.84024811,20.01948357,74.88779449,31.07160187,30.17160225,0
26/10/15 06,0.918885469,3.598901272,3.254966259,3.470116854,2.860275984,5.5,4.087833405,96.42891693,1,96.44786835,1,0,0,0,0,0,0,0,0,47.46979141,1,35.04469299,1,0,0,28.49961662,1,0,0,75.96295166,1,2.975286484,34.89094925,29.06656456,76.15496826,29.02976227,91.11270905,20.46480751,82.36014557,20.36795616,75.01933289,31.5551796,30.65517998,0
26/10/15 07,1.042391658,3.911576986,3.25495863,4.489726543,3.300780058,5.438313007,4.602722168,96.91885376,1,96.93795013,1,0,0,0,0,0,0,0,0,0,0,34.09018326,1,0,0,0,0,0,0,57.80939865,1,2.97505331,34.62788773,31.2696209,67.57215881,31.2696209,54.28190994,26.15030479,89.60651398,26.15030479,62.29963684,33.49856186,32.59856415,0
26/10/15 08,1.218442798,4.234174252,3.201234579,2.816907644,4.025810242,5.313948631,4.195111752,98.72829437,1,98.7479248,1,0,0,38.04383087,1,0,0,0,0,45.15625763,1,0,0,0,0,0,0,0,0,70.63871765,1,2.974183798,33.65224838,28.49507713,85.1149826,28.58560944,94.67098236,28.81766319,60.21685028,28.81766319,61.84067154,31.38612366,30.48612404,0
26/10/15 09,1.3177737,4.109610081,3.553211927,4.336258411,2.937144995,5.161565781,3.741224051,96.99102783,1,97.01013947,1,0,0,30.22638321,1,0,0,0,0,44.62094879,1,0,0,0,0,0,0,0,0,78.52745819,1,2.975018978,34.58909988,28.65197945,98.29655457,28.70020103,95.66214752,29.42457771,59.52381134,29.42457771,50.513134,31.458992,30.55899048,0
26/10/15 10,1.487683892,4.472676277,4.297371864,4.500192642,1.890635252,4.84726572,2.02741003,98.6803894,1,98.70000458,1,0,0,38.09652328,1,0,0,0,0,0,0,0,0,0,0,32.63739395,1,0,0,63.08827972,1,2.974207163,33.67815781,29.73529243,86.25580597,29.85968971,70.2706604,25.92154503,63.58768845,25.79705238,66.79312897,32.22497177,31.32497215,0
26/10/15 11,1.461839676,4.730846882,4.651646137,3.854841948,1.764918923,4.961908817,1.86825943,96.11151886,1,96.13037109,1,0,0,37.83179855,1,0,0,0,0,0,0,0,0,0,0,33.08184814,1,0,0,69.83216095,1,2.975436926,35.06111145,30.28618813,87.30484772,30.40898895,56.19949341,26.78035736,62.90584183,26.65270615,66.0254364,32.80663681,31.9066391,0
26/10/15 12,1.587933779,4.824968338,5.026331425,2.640011311,1.673399925,4.892979622,1.28310132,95.44618988,1,95.46485138,1,0,0,37.57886505,1,0,0,0,0,51.43707657,1,34.17594147,1,0,0,28.88708115,1,0,0,78.21208954,1,2.975750923,35.41716003,29.05914307,86.55011749,29.13772774,83.60710907,21.35079956,84.71946716,21.25149727,74.73471832,32.05260468,31.15260315,0
26/10/15 13,1.693134904,4.739096165,5.307350159,2.252769947,2.513931274,5.413938999,3.11849618,98.94979858,1,98.96949005,1,0,0,0,0,0,0,0,0,51.0716362,1,35.62107849,1,0,0,30.81461143,1,0,0,61.98868942,1,2.974076509,33.53237152,29.65409851,69.64770508,29.61195946,84.82358551,18.96278954,79.85535431,18.85086823,66.18481445,32.09483719,31.19483757,0
26/10/15 14,1.517269373,4.847813606,4.812420845,2.394661903,2.582364559,5.358338356,2.515878439,96.5265274,1,96.54550934,1,0,0,0,0,0,0,0,0,51.41744995,1,35.98822784,1,0,0,30.51722336,1,0,0,69.72395325,1,2.975239992,34.83857727,29.93310547,71.47690582,29.89043617,84.39990234,19.99056244,80.23227692,19.8806324,68.1987915,32.4147377,31.51473618,0
26/10/15 15,1.548970819,5.037861347,4.395307541,2.367053509,2.654859543,5.5,2.979783058,96.89859009,1,96.91767883,1,0,0,0,0,0,0,0,0,51.70826721,1,35.73605347,1,0,0,28.21431732,1,0,0,67.33328247,1,2.975063086,34.63877869,30.04983711,72.61894989,30.00671959,83.91989899,20.48922539,81.16962433,20.39416504,75.89459991,32.52121735,31.62121582,0
26/10/15 16,1.557119131,5.199219227,4.038217545,2.163811922,2.886790991,5.5,4.311932564,93.76042938,1,93.7786026,1,0,0,0,0,0,0,0,0,52.05680847,1,33.14675522,1,0,0,26.58245468,1,0,0,77.95605469,1,2.976538181,36.31529999,30.53267288,65.76525879,30.48901558,83.68036652,22.89338493,87.95071411,22.80825424,82.9198761,33.06395721,32.16395569,0
26/10/15 17,1.842516303,5.404242516,3.466709375,2.245321512,3.999132156,5.43662262,4.631860733,97.48049164,1,97.49974823,1,0,0,0,0,0,0,35.82673264,1,35.80306244,1,37.52116776,1,0,0,0,0,0,0,65.67542267,1,2.974784851,34.32574844,30.00886726,71.87134552,29.93002129,109.0847473,25.83640289,83.22034454,25.83640289,54.4703064,32.63524246,31.73524284,0
26/10/15 18,2.010853291,5.388960361,3.117149353,3.551174879,2.91287756,4.964645386,2.360822678,98.08977509,1,98.10921478,1,0,0,0,0,0,0,0,0,48.6158371,1,0,0,0,0,32.92856979,1,0,0,62.36608505,1,2.974492311,33.99726868,30.3781395,75.96728516,30.3396759,90.32363892,26.39686775,60.57788467,26.27031136,66.20638275,32.80385971,31.90386009,0
26/10/15 19,2.038846731,5.386441708,3.08639431,4.443600655,1.9894526,4.922087669,1.763479352,91.22071838,1,91.23815155,1,0,0,0,0,0,0,0,0,50.52447128,1,0,0,0,0,33.57120895,1,0,0,0,0,2.977701426,37.65752411,28.36020279,73.02806854,28.31889534,84.62693024,29.27701187,62.98529816,29.1458416,66.6953125,40.98471451,29.73901939,0
26/10/15 20,2.456877708,4.679449081,3.213088036,3.866434574,1.608017802,4.998629093,1.500222564,94.8633728,1,94.88185883,1,0,0,36.66094208,1,0,0,0,0,43.32820892,1,0,0,0,0,33.35545731,1,0,0,0,0,2.976024389,35.72832108,24.81879425,83.99329376,24.90357399,93.92581177,27.74807549,58.48604965,27.61846352,65.97642517,38.93757248,26.56679344,0
26/10/15 21,2.557425261,4.085114956,3.547459364,4.50018549,1.467473388,4.964837551,1.042005658,95.83724213,1,95.85601807,1,0,0,37.65592194,1,0,0,0,0,0,0,33.70678711,1,0,0,25.33934212,1,25.3008213,1,0,0,2.975566626,35.20799637,27.78779221,85.13526154,27.90953827,63.94144821,15.30265331,79.55471802,15.02180767,78.39083099,38.11017227,29.20908356,0
26/10/15 22,2.55561161,3.686471701,3.889086962,3.018804073,1.854121923,5.40598011,1.696607947,93.62514496,1,93.64328003,1,0,0,36.226017,1,0,0,0,0,0,0,34.90452957,1,0,0,21.4383049,1,21.40253639,1,0,0,2.976600647,36.38712692,27.47890663,87.43438721,27.59222984,70.51880646,18.33862495,80.53041077,18.13258934,90.3313446,39.26502609,28.88419724,0
26/10/15 23,2.768190861,3.303169012,4.307375908,3.018786907,2.228275061,5.5,4.294259071,89.42914581,1,89.44607544,1,0,0,36.51099396,1,0,0,0,0,0,0,35.93725967,1,0,0,28.00854111,1,0,0,0,0,2.97850585,38.59637833,27.07795143,86.5229187,27.19293022,63.05428696,24.34252357,84.66576385,24.24874115,80.3498764,41.884655,28.48638916,0
27/10/15 00,3.219790697,2.432192564,4.641011238,3.194939613,2.916240215,5.416269779,4.638620377,90.64373016,1,90.66100311,1,0,0,33.81026459,1,0,0,0,0,48.65225983,1,37.19781113,1,0,0,0,0,0,0,0,0,2.977962017,37.96061325,22.31231689,86.41122437,22.37352562,82.28866577,29.5391922,87.52399445,29.5391922,53.47979736,41.56738281,24.06984711,0
27/10/15 01,3.575519562,1.559213758,5.01205349,2.573699951,3.65067482,4.976732254,2.438309669,89.09912109,1,89.11595917,1,0,0,33.03347397,1,0,0,0,0,43.06914139,1,33.86486053,1,0,0,31.07946396,1,0,0,0,0,2.978652477,38.76859665,22.13699341,87.4985733,22.20178604,91.62431335,24.56949425,88.46542358,24.45578384,70.89993286,42.26284409,23.82570267,0
27/10/15 02,4.022055149,0.84087038,5.213899612,3.965899467,3.941410303,5.370632172,3.439046621,93.24232483,1,93.26034546,1,0,0,0,0,0,0,0,0,46.03707504,1,0,0,0,0,33.30951691,1,0,0,0,0,2.976777554,36.59018326,24.13524628,75.60528564,24.10047531,88.69720459,29.22052383,64.51361847,29.09124184,67.62043762,40.30409241,25.48418427,0
27/10/15 03,4.128024578,0.759945571,4.958786011,4.327067852,3.46205616,5.463772774,3.05462122,90.88031769,1,90.8976593,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.25211716,1,0,0,92.52972412,1,2.977855444,37.83641815,31.39480591,72.91140747,31.39480591,71.46495056,30.44347763,62.66691971,30.32169342,72.70029449,33.81682968,32.91682816,0
27/10/15 04,4.403833389,1.733407497,4.590666294,4.049657822,2.743996143,5.5,4.481043816,93.95089722,1,93.96912384,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.12161827,1,0,0,81.66959381,1,2.976449728,36.21410751,31.20504379,76.48854065,31.20504379,59.62312317,29.50516319,64.54399872,29.39116669,75.69248199,33.55852509,32.65852737,0
27/10/15 05,4.448086262,2.484392643,4.435228825,2.693318605,2.743989468,5.296359539,3.851306438,116.6968155,1,0,0,0,0,0,0,0,0,0,0,51.09391022,1,0,0,0,0,0,0,0,0,83.12921906,1,2.990254879,23.65235519,28.08185005,66.16226959,28.03967667,83.20629883,30.20877647,58.8861351,30.20877647,62.0138092,30.63689613,29.73689651,0
27/10/15 06,4.106215,2.811479807,3.863720179,2.159261703,1.648948789,5.18387413,4.004374981,115.2789536,1,0,0,0,0,0,0,0,0,0,0,50.99123764,1,0,0,0,0,0,0,0,0,85.57073975,1,2.990473032,24.46429825,28.52980423,76.24926758,28.48778725,83.8615799,30.75150681,63.44889069,30.75150681,60.85914993,31.09912872,30.1991291,0
27/10/15 07,3.876201868,3.166709661,3.755279064,2.110729218,1.646705151,4.966898918,3.175393343,115.3414993,1,0,0,0,0,0,0,0,0,0,0,47.76206589,1,0,0,0,0,0,0,0,0,82.27774811,1,2.990463257,24.42855835,28.9038353,68.74069214,28.86661339,90.42186737,30.66270638,63.4380188,30.66270638,52.78346634,31.43110657,30.53110504,0
27/10/15 08,3.580123901,3.483838797,3.280851841,3.205653906,1.613622904,4.894534111,2.281750441,114.4503708,1,0,0,0,0,0,0,0,0,0,0,47.09142303,1,0,0,0,0,30.41249847,1,0,0,81.73914337,1,2.990599394,24.93714333,29.23180389,69.79986572,29.1955452,91.95426941,28.42972755,62.58095551,28.32050133,76.9877243,31.75144768,30.85144806,0
27/10/15 09,3.335379362,3.699187517,3.154481173,4.371424198,1.93859601,5.445831776,4.155274868,120.549469,1,0,0,0,0,32.62244415,1,0,0,0,0,47.86910248,1,34.3035202,1,0,0,30.13863945,1,0,0,58.86847687,1,2.989650488,21.4283638,27.77696037,93.79302216,27.83291817,89.19326019,18.32147598,81.48025513,18.21405792,67.76731873,30.55129623,29.65129662,0
27/10/15 10,2.841205835,3.797776699,3.792256594,3.886726379,2.43649888,5.5,4.162342548,115.9889603,1,0,0,0,0,36.29656219,1,0,0,0,0,0,0,35.54732513,1,0,0,31.13593674,1,0,0,69.66248322,1,2.990364075,24.05815506,29.43379784,89.26332855,29.54752922,66.02331543,20.54377365,81.56716919,20.42967987,66.68373871,31.93613243,31.03613281,0
27/10/15 11,2.591672659,4.024337292,4.268373966,3.123027325,2.766703606,5.445988178,3.414793253,118.9412079,1,0,0,0,0,36.09788132,1,0,0,0,0,49.4007988,1,32.66101837,1,0,0,30.0117054,1,0,0,63.83840942,1,2.989904881,22.35988808,28.02875137,88.21227264,28.10171127,86.60031128,19.71582794,85.56536865,19.6092453,69.57178497,30.89850044,29.99850082,0
27/10/15 12,2.209329128,3.795403242,4.700647831,3.566463947,3.694289684,5.5,4.233904839,118.2131805,1,0,0,0,0,29.6155529,1,0,0,0,0,50.64393234,1,34.63235474,1,0,0,30.83209419,1,0,0,66.84674072,1,2.990019083,22.78009605,28.11488342,98.63359833,28.15142632,84.22113037,19.44584656,82.05019379,19.3338089,66.60993195,30.90966415,30.00966454,0
27/10/15 13,1.889980197,3.668503046,5.371115685,3.21919322,4.021113396,5.438625813,3.469662666,115.4617996,1,0,0,0,0,0,0,0,0,0,0,51.0967598,1,0,0,0,0,32.51375198,1,0,0,75.32997894,1,2.990444899,24.35979271,28.94686127,77.08721161,28.90468407,84.06554413,27.02925873,64.46906281,26.90563965,68.34784698,31.45651436,30.55651283,0
27/10/15 14,1.895300031,3.918228388,5.201038361,2.857294798,3.516195059,5.5,3.573863268,118.0805206,1,0,0,0,0,0,0,0,0,0,0,47.99894714,1,0,0,0,0,31.86376381,1,0,0,64.21166992,1,2.990039825,22.85656738,28.97038078,72.91495514,28.93281746,90.056633,26.02071953,63.27694702,25.90163612,69.64984131,31.40086937,30.50086784,0
27/10/15 15,1.674454451,4.081073284,4.823431969,3.833303213,2.885771513,5.5,3.602365255,116.5071411,1,0,0,0,0,0,0,0,0,0,0,45.04279709,1,0,0,0,0,29.93972588,1,0,0,67.61886597,1,2.990284204,23.76118088,29.34175491,66.55046844,29.30836296,95.57803345,26.94024467,59.01586151,26.83413506,77.02751923,31.77013397,30.87013435,0
27/10/15 16,1.665519834,4.4931674,4.251923561,4.499998093,1.790730596,5.485641956,4.734609127,118.6282043,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.76530838,1,2.989953995,22.54066086,30.90148735,65.97897339,30.90148735,60.92782593,28.67429733,57.92082596,28.67429733,62.77795792,33.07447052,32.17446899,0
27/10/15 17,1.408267856,4.827040672,3.680415392,2.995197296,1.595366001,5.434294224,4.804461956,120.2761765,1,0,0,0,0,0,0,0,0,0,0,49.53928757,1,34.1055336,1,0,0,0,0,0,0,43.62281036,1,2.989694118,21.58697319,29.61037827,73.71733856,29.57055092,87.80332947,24.48991776,87.92046356,24.48991776,51.75937653,31.96491623,31.06491661,0
27/10/15 18,1.107191205,4.758152962,3.406430244,3.60905385,2.695827484,4.858247757,2.032894135,116.1931076,1,0,0,0,0,0,0,0,0,0,0,48.76156616,1,34.75405121,1,0,0,31.0220108,1,0,0,61.77475357,1,2.990332603,23.94120979,29.73035049,66.78126526,29.69167328,89.40203857,20.18260765,82.57997894,20.06928635,66.70795441,32.15425491,31.25425529,0
27/10/15 19,1.052617192,4.812418461,3.088469744,4.389359474,3.188966274,5.005189896,2.051828384,122.3672028,1,0,0,0,0,37.79801941,1,0,0,0,0,50.23622513,1,34.48102188,1,0,0,28.56204224,1,0,0,43.59415817,1,2.989359617,20.37014961,27.71300507,84.79495239,27.79473114,84.67230225,17.32355118,80.17665863,17.22630692,71.69093323,30.53600502,29.6360054,0
27/10/15 20,0.822724581,4.487810135,3.439496517,3.954802036,3.359583378,5.432309628,3.380890846,99.85312653,1,99.87309265,1,0,0,37.91293716,1,0,0,0,0,48.86850357,1,34.20526505,1,0,0,30.73574066,1,0,0,62.46822357,1,2.973636389,33.04250336,28.376194,85.24256134,28.46064758,87.9701767,18.52597046,81.85225677,18.41457748,66.01022339,31.26406097,30.36406136,0
27/10/15 21,0.65697062,4.244220257,3.788081169,4.475205898,3.74566412,5.340446472,2.649387598,99.76166534,1,99.78160095,1,0,0,30.4776268,1,0,0,0,0,0,0,34.96821976,1,0,0,30.44420052,1,0,0,55.55158234,1,2.973681211,33.09217453,29.58987427,98.86888885,29.67216301,55.45635986,18.36948967,80.39711761,18.26004601,66.8181076,31.96526718,31.06526566,0
27/10/15 22,0.51793474,4.383294582,4.524664879,2.725455999,3.783572912,5.460019112,2.570154667,100.0892944,1,100.1093292,1,0,0,37.43711472,1,0,0,0,0,51.16442108,1,31.52479553,1,0,0,29.88750076,1,0,0,62.22187805,1,2.973520994,32.91416931,28.17705345,85.93125916,28.25521088,83.2791748,19.16023445,86.78257751,19.05446815,69.41492462,31.08105278,30.18105316,0
27/10/15 23,0.475490928,4.126326561,4.861939907,2.192718744,4.000013351,5.5,3.6241045,99.82805634,1,99.84801483,1,0,0,34.42741394,1,0,0,0,0,50.27581024,1,0,0,0,0,32.34677887,1,0,0,64.82156372,1,2.973648787,33.05611801,28.20495415,91.27658081,28.26714706,85.06613922,24.95723534,65.10498047,24.83478737,66.87615204,31.06145477,30.16145515,0
28/10/15 00,0.448499948,3.921561003,5.376242638,2.467767715,3.647461891,5.464574814,2.960595608,99.78807831,1,99.80802155,1,0,0,0,0,0,0,0,0,50.29751205,1,0,0,0,0,29.49891663,1,0,0,62.61299515,1,2.973668337,33.07783127,28.8688488,73.12545776,28.82788467,85.58405304,25.35997963,62.10456085,25.25675583,76.85530853,31.30717468,30.40717506,0
28/10/15 01,0.484622777,4.054973125,5.000026226,2.783064365,2.824203968,5.452457905,4.864831448,99.38397217,1,99.40379333,1,0,0,0,0,0,0,0,0,45.37424088,1,0,0,0,0,0,0,0,0,63.41858292,1,2.973865509,33.29711914,29.17318726,68.72605896,29.13933945,94.85823822,28.17798233,64.60332489,28.17798233,62.08004379,31.58285141,30.68285179,0
28/10/15 02,0.613741159,4.246386051,4.486223698,4.311570168,2.771085739,5.300444603,4.206820488,94.54060364,1,94.55900574,1,0,0,0,0,0,0,0,0,46.80993271,1,0,0,0,0,0,0,0,0,81.21775818,1,2.976175308,35.90034866,29.98449898,69.39037323,29.94863892,93.20456696,30.04858398,63.87615967,30.04858398,56.22676086,32.49920273,31.59920311,0
28/10/15 03,1.03972435,4.90762043,4.00917244,4.179584026,2.418563604,4.866581917,2.21296525,94.98408508,1,95.00260925,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.42709923,1,0,0,58.78873444,1,2.975967884,35.66392899,32.34017181,65.73622131,32.34017181,62.13663864,27.34498215,58.54865646,27.22896767,72.54254913,34.5735054,33.67350388,0
28/10/15 04,1.281101108,5.408245564,3.437664032,3.029109716,1.513851285,5.293070793,3.418218374,94.41511536,1,94.43347168,1,0,0,0,0,0,0,0,0,48.42034149,1,33.46092224,1,0,0,28.94090843,1,0,0,72.8503952,1,2.976233721,35.96717834,30.71210861,74.58009338,30.67392921,91.02098083,21.82120705,86.37515259,21.72155952,75.03971863,33.18984604,32.28984451,0
28/10/15 05,1.67987442,5.216199398,3.227140903,4.043968201,2.583968639,5.479370117,4.755684376,93.47238159,1,93.49047089,1,0,0,0,0,0,0,0,0,46.31673431,1,36.64163971,1,0,0,0,0,0,0,0,0,2.976671457,36.46819305,28.49133301,69.08435822,28.45617104,92.57182312,27.60337639,86.60771179,27.60337639,61.12967682,39.5094223,29.84206581,0
28/10/15 06,2.013151407,4.779452801,3.220189095,4.454261303,3.321963787,5.256003857,3.773602247,94.43321991,1,94.45158386,1,0,0,34.1754837,1,0,0,0,0,0,0,37.94529343,1,0,0,0,0,0,0,0,0,2.976225376,35.95753479,28.6954155,92.1889801,28.79714775,71.95426178,27.05959702,83.64635468,27.05959702,61.55093765,39.01746368,30.07868385,0
